,time,count
479,2022-03-07 09:00:00+00:00,250
480,2022-03-07 10:00:00+00:00,196
481,2022-03-07 11:00:00+00:00,201
482,2022-03-07 12:00:00+00:00,203
483,2022-03-07 13:00:00+00:00,253
484,2022-03-07 14:00:00+00:00,225
485,2022-03-07 15:00:00+00:00,379
486,2022-03-07 16:00:00+00:00,312
487,2022-03-07 17:00:00+00:00,194
488,2022-03-07 18:00:00+00:00,296
489,2022-03-07 19:00:00+00:00,298
490,2022-03-07 20:00:00+00:00,255
491,2022-03-07 21:00:00+00:00,179
492,2022-03-07 22:00:00+00:00,186
493,2022-03-07 23:00:00+00:00,74
494,2022-03-08 00:00:00+00:00,88
495,2022-03-08 01:00:00+00:00,108
496,2022-03-08 02:00:00+00:00,78
497,2022-03-08 03:00:00+00:00,96
498,2022-03-08 04:00:00+00:00,134
499,2022-03-08 05:00:00+00:00,175
500,2022-03-08 06:00:00+00:00,146
501,2022-03-08 07:00:00+00:00,140
502,2022-03-08 08:00:00+00:00,172
503,2022-03-08 09:00:00+00:00,161
504,2022-03-08 10:00:00+00:00,148
505,2022-03-08 11:00:00+00:00,214
506,2022-03-08 12:00:00+00:00,141
507,2022-03-08 13:00:00+00:00,135
508,2022-03-08 14:00:00+00:00,228
509,2022-03-08 15:00:00+00:00,171
510,2022-03-08 16:00:00+00:00,199
511,2022-03-08 17:00:00+00:00,147
512,2022-03-08 18:00:00+00:00,156
513,2022-03-08 19:00:00+00:00,127
514,2022-03-08 20:00:00+00:00,158
515,2022-03-08 21:00:00+00:00,125
516,2022-03-08 22:00:00+00:00,91
517,2022-03-08 23:00:00+00:00,77
518,2022-03-09 00:00:00+00:00,74
519,2022-03-09 01:00:00+00:00,71
520,2022-03-09 02:00:00+00:00,77
521,2022-03-09 03:00:00+00:00,107
522,2022-03-09 04:00:00+00:00,63
523,2022-03-09 05:00:00+00:00,95
524,2022-03-09 06:00:00+00:00,147
525,2022-03-09 07:00:00+00:00,161
526,2022-03-09 08:00:00+00:00,147
527,2022-03-09 09:00:00+00:00,140
528,2022-03-09 10:00:00+00:00,115
529,2022-03-09 11:00:00+00:00,163
530,2022-03-09 12:00:00+00:00,129
531,2022-03-09 13:00:00+00:00,110
532,2022-03-09 14:00:00+00:00,161
533,2022-03-09 15:00:00+00:00,136
534,2022-03-09 16:00:00+00:00,146
535,2022-03-09 17:00:00+00:00,148
536,2022-03-09 18:00:00+00:00,123
537,2022-03-09 19:00:00+00:00,137
538,2022-03-09 20:00:00+00:00,132
539,2022-03-09 21:00:00+00:00,88
540,2022-03-09 22:00:00+00:00,114
541,2022-03-09 23:00:00+00:00,57
542,2022-03-10 00:00:00+00:00,128
543,2022-03-10 01:00:00+00:00,63
544,2022-03-10 02:00:00+00:00,53
545,2022-03-10 03:00:00+00:00,56
546,2022-03-10 04:00:00+00:00,68
547,2022-03-10 05:00:00+00:00,59
548,2022-03-10 06:00:00+00:00,181
549,2022-03-10 07:00:00+00:00,194
550,2022-03-10 08:00:00+00:00,278
551,2022-03-10 09:00:00+00:00,295
552,2022-03-10 10:00:00+00:00,239
553,2022-03-10 11:00:00+00:00,226
554,2022-03-10 12:00:00+00:00,190
555,2022-03-10 13:00:00+00:00,187
556,2022-03-10 14:00:00+00:00,266
557,2022-03-10 15:00:00+00:00,238
558,2022-03-10 16:00:00+00:00,192
559,2022-03-10 17:00:00+00:00,289
560,2022-03-10 18:00:00+00:00,262
561,2022-03-10 19:00:00+00:00,199
562,2022-03-10 20:00:00+00:00,155
563,2022-03-10 21:00:00+00:00,168
564,2022-03-10 22:00:00+00:00,117
565,2022-03-10 23:00:00+00:00,119
566,2022-03-11 00:00:00+00:00,90
567,2022-03-11 01:00:00+00:00,82
568,2022-03-11 02:00:00+00:00,88
569,2022-03-11 03:00:00+00:00,77
570,2022-03-11 04:00:00+00:00,58
571,2022-03-11 05:00:00+00:00,136
572,2022-03-11 06:00:00+00:00,159
573,2022-03-11 07:00:00+00:00,75
574,2022-03-11 08:00:00+00:00,101
575,2022-03-11 09:00:00+00:00,117
576,2022-03-11 10:00:00+00:00,83
577,2022-03-11 11:00:00+00:00,72
578,2022-03-11 12:00:00+00:00,89
579,2022-03-11 13:00:00+00:00,98
580,2022-03-11 14:00:00+00:00,150
581,2022-03-11 15:00:00+00:00,116
582,2022-03-11 16:00:00+00:00,175
583,2022-03-11 17:00:00+00:00,139
584,2022-03-11 18:00:00+00:00,157
585,2022-03-11 19:00:00+00:00,116
586,2022-03-11 20:00:00+00:00,217
587,2022-03-11 21:00:00+00:00,101
588,2022-03-11 22:00:00+00:00,99
589,2022-03-11 23:00:00+00:00,79
590,2022-03-12 00:00:00+00:00,57
591,2022-03-12 01:00:00+00:00,69
592,2022-03-12 02:00:00+00:00,49
593,2022-03-12 03:00:00+00:00,56
594,2022-03-12 04:00:00+00:00,55
595,2022-03-12 05:00:00+00:00,87
596,2022-03-12 06:00:00+00:00,87
597,2022-03-12 07:00:00+00:00,130
598,2022-03-12 08:00:00+00:00,90
599,2022-03-12 09:00:00+00:00,168
600,2022-03-12 10:00:00+00:00,106
601,2022-03-12 11:00:00+00:00,89
602,2022-03-12 12:00:00+00:00,93
603,2022-03-12 13:00:00+00:00,87
604,2022-03-12 14:00:00+00:00,76
605,2022-03-12 15:00:00+00:00,104
606,2022-03-12 16:00:00+00:00,91
607,2022-03-12 17:00:00+00:00,90
608,2022-03-12 18:00:00+00:00,116
609,2022-03-12 19:00:00+00:00,118
610,2022-03-12 20:00:00+00:00,118
611,2022-03-12 21:00:00+00:00,107
612,2022-03-12 22:00:00+00:00,115
613,2022-03-12 23:00:00+00:00,69
614,2022-03-13 00:00:00+00:00,69
615,2022-03-13 01:00:00+00:00,39
616,2022-03-13 02:00:00+00:00,31
617,2022-03-13 03:00:00+00:00,45
618,2022-03-13 04:00:00+00:00,35
619,2022-03-13 05:00:00+00:00,41
620,2022-03-13 06:00:00+00:00,42
621,2022-03-13 07:00:00+00:00,79
622,2022-03-13 08:00:00+00:00,46
623,2022-03-13 09:00:00+00:00,72
624,2022-03-13 10:00:00+00:00,54
625,2022-03-13 11:00:00+00:00,70
626,2022-03-13 12:00:00+00:00,75
627,2022-03-13 13:00:00+00:00,80
628,2022-03-13 14:00:00+00:00,101
629,2022-03-13 15:00:00+00:00,150
630,2022-03-13 16:00:00+00:00,156
631,2022-03-13 17:00:00+00:00,115
632,2022-03-13 18:00:00+00:00,91
633,2022-03-13 19:00:00+00:00,203
634,2022-03-13 20:00:00+00:00,162
635,2022-03-13 21:00:00+00:00,87
636,2022-03-13 22:00:00+00:00,89
637,2022-03-13 23:00:00+00:00,49
638,2022-03-14 00:00:00+00:00,66
639,2022-03-14 01:00:00+00:00,27
640,2022-03-14 02:00:00+00:00,22
641,2022-03-14 03:00:00+00:00,39
642,2022-03-14 04:00:00+00:00,31
643,2022-03-14 05:00:00+00:00,55
644,2022-03-14 06:00:00+00:00,122
645,2022-03-14 07:00:00+00:00,72
646,2022-03-14 08:00:00+00:00,188
647,2022-03-14 09:00:00+00:00,57
648,2022-03-14 10:00:00+00:00,62
649,2022-03-14 11:00:00+00:00,55
650,2022-03-14 12:00:00+00:00,68
651,2022-03-14 13:00:00+00:00,58
652,2022-03-14 14:00:00+00:00,60
653,2022-03-14 15:00:00+00:00,85
654,2022-03-14 16:00:00+00:00,68
655,2022-03-14 17:00:00+00:00,64
656,2022-03-14 18:00:00+00:00,71
657,2022-03-14 19:00:00+00:00,88
658,2022-03-14 20:00:00+00:00,103
659,2022-03-14 21:00:00+00:00,51
660,2022-03-14 22:00:00+00:00,45
661,2022-03-14 23:00:00+00:00,49
